195	2	167	8782	1.976109383
195	2	170	99	1
195	2	171	9507	1.993372088
195	2	172	99	1
195	2	173	9604	1.995581238
195	2	174	197	1.149742314
195	2	175	9605	1.995603896
195	2	176	99	1
195	2	177	5979	1.892444352
195	2	178	3700	1.788003005
195	2	179	6052	1.895085299
195	2	180	148	1.08750423
195	2	181	8782	1.976109383
195	2	184	99	1
195	2	185	9507	1.993372088
195	2	186	3725	1.789468479
195	2	187	9605	1.995603896
195	2	188	3749	1.790866111
195	2	189	9605	1.995603896
195	2	190	5575	1.877219284
195	2	191	9703	1.997813048
195	2	194	99	1
195	2	196	99	1
195	2	197	7060	1.928611357
195	2	198	2548	1.706824691
195	2	199	7204	1.933005448
195	2	200	1	0
195	2	201	9458	1.992247541
195	2	202	99	1
195	2	203	9604	1.995581238
195	2	204	99	1
195	2	205	9507	1.993372088
195	2	206	4949	1.851299007
195	2	207	9605	1.995603896
195	2	208	99	1
195	2	209	9507	1.993372088
195	2	210	925	1.486314603
195	2	211	9556	1.994490853
195	2	212	197	1.149742314
195	2	213	9508	1.993394977
195	2	214	4699	1.840018384
195	2	215	9703	1.997813048
195	2	216	99	1
195	2	217	9604	1.995581238
195	2	218	3065	1.747027958
195	2	219	9605	1.995603896
195	2	220	4949	1.851299007
195	2	221	9605	1.995603896
195	2	222	7351	1.937401401
195	2	223	9703	1.997813048
195	2	226	99	1
195	2	227	9507	1.993372088
195	2	228	99	1
195	2	229	9604	1.995581238
195	2	230	3749	1.790866111
195	2	231	9605	1.995603896
195	2	232	1	0
195	2	233	9697	1.997678437
195	2	236	99	1
195	2	237	9701	1.997768187
195	2	240	99	1
195	2	241	9507	1.993372088
195	2	242	3725	1.789468479
195	2	243	9605	1.995603896
195	2	244	197	1.149742314
195	2	245	9605	1.995603896
195	2	246	5575	1.877219284
195	2	247	9703	1.997813048
25	3	18	1061	1.516166578
25	3	22	1412	1.57836197
25	3	30	3791	1.793290574
25	3	45	4849	1.846856677
25	3	60	1235	1.549214489
25	3	86	3791	1.793290574
25	3	89	4982	1.852745298
25	3	90	1235	1.549214489
25	3	101	4849	1.846856677
25	3	102	1235	1.549214489
25	3	105	4168	1.813922565
25	3	122	3234	1.758708217
25	3	126	2115	1.666291705
25	3	129	7589	1.9443356
25	3	135	5966	1.891970666
25	3	146	1061	1.516166578
25	3	149	5966	1.891970666
25	3	150	2323	1.686705676
25	3	151	9703	1.997813048
25	3	153	8469	1.968211497
25	3	161	7589	1.9443356
25	3	165	8469	1.968211497
25	3	182	6373	1.906332344
25	3	183	9703	1.997813048
25	3	195	8469	1.968211497
12	4	41	4755	1.842596548
12	4	54	3676	1.786586803
12	4	106	99	1
12	4	110	2825	1.729283218
12	4	120	99	1
12	4	121	5045	1.85547999
12	4	124	2825	1.729283218
12	4	137	6832	1.921467344
12	4	147	6051	1.895049337
12	4	169	9142	1.984852356
12	4	193	6832	1.921467344
12	4	225	9142	1.984852356
